ID,Match_Id,Team_1,Team_2,Match_Date,Season_Id,Venue_Id,Toss_Winner,Toss_Decide,Win_Type,Win_Margin,Outcome_type,Match_Winner,Man_of_the_Match
291,548355,2,4,02/05/12,5,1,4,1,2,4,1,4,321
292,548356,10,7,03/05/12,5,26,7,2,1,1,1,7,194
293,548357,3,8,04/05/12,5,8,3,2,1,10,1,3,21
294,548358,1,10,05/05/12,5,5,1,2,1,7,1,1,315
295,548359,4,5,05/05/12,5,2,5,2,1,43,1,5,32
296,548360,7,3,06/05/12,5,4,7,1,2,2,1,7,147
297,548361,2,8,06/05/12,5,1,2,1,2,5,1,2,110
298,548362,6,1,07/05/12,5,3,6,2,2,6,1,1,9
299,548363,10,5,08/05/12,5,26,10,2,2,7,1,5,32
300,548364,8,4,08/05/12,5,7,8,1,1,25,1,4,236
301,548365,7,2,09/05/12,5,4,2,1,2,9,1,2,162
302,548366,5,3,10/05/12,5,6,3,1,2,4,1,3,451
303,548367,10,2,11/05/12,5,26,10,1,1,35,1,2,162
304,548368,1,7,12/05/12,5,5,7,2,1,27,1,7,57
305,548369,3,6,12/05/12,5,8,3,1,2,9,1,3,451
306,548370,5,10,13/05/12,5,6,5,2,1,45,1,5,335
307,548371,4,8,13/05/12,5,2,8,2,2,4,1,4,4
308,548372,2,7,14/05/12,5,1,7,1,2,5,1,7,208
309,548373,1,3,14/05/12,5,5,3,1,2,5,1,3,19
310,548374,6,4,15/05/12,5,3,4,2,2,5,1,6,232
311,548375,7,1,16/05/12,5,4,7,1,1,32,1,1,315
312,548376,4,3,17/05/12,5,22,4,1,2,6,1,4,53
313,548377,6,2,17/05/12,5,3,6,1,1,21,1,2,162
314,548378,8,5,18/05/12,5,7,5,2,2,5,1,8,94
315,548379,4,6,19/05/12,5,22,6,1,2,6,1,6,232
316,548380,10,1,19/05/12,5,26,1,2,1,34,1,1,276
317,548381,8,2,20/05/12,5,7,2,1,1,9,1,8,94
318,548382,5,7,20/05/12,5,6,5,2,2,10,1,7,147
319,548383,6,1,22/05/12,5,26,1,2,1,18,1,1,31
320,548384,3,7,23/05/12,5,1,7,1,1,38,1,3,20
321,548385,6,3,25/05/12,5,8,6,1,1,86,1,3,185
322,548386,1,3,27/05/12,5,8,3,2,2,5,1,1,214
323,598003,1,6,03/04/13,6,5,1,1,2,6,1,1,315
324,598004,2,7,04/04/13,6,1,7,1,1,2,1,2,162
325,598005,11,10,05/04/13,6,7,10,1,1,22,1,11,136
326,598006,6,5,06/04/13,6,3,5,2,1,5,1,5,6
327,598007,3,7,06/04/13,6,8,7,2,1,9,1,7,221
328,598008,10,4,07/04/13,6,26,10,2,2,8,1,4,345
329,598009,11,2,07/04/13,6,7,2,2,4,,3,11,340
330,598010,5,1,08/04/13,6,6,1,1,1,19,1,5,39
331,598011,7,6,09/04/13,6,4,7,2,1,44,1,7,88
332,598012,4,3,10/04/13,6,2,3,1,2,10,1,3,19
333,598013,2,1,11/04/13,6,1,2,1,2,8,1,2,162
334,598014,10,5,11/04/13,6,26,5,2,2,7,1,10,254
335,598015,6,11,12/04/13,6,3,6,2,2,3,1,11,136
336,598016,7,10,13/04/13,6,4,7,2,1,41,1,7,57
337,598017,3,2,13/04/13,6,8,3,1,2,4,1,3,35
338,598018,1,11,14/04/13,6,5,1,2,1,48,1,1,40
339,598019,5,4,14/04/13,6,6,5,1,2,6,1,5,310
340,598020,3,10,15/04/13,6,8,10,2,1,24,1,10,306
341,598021,4,1,16/04/13,6,2,1,1,1,4,1,4,120
342,598022,2,6,16/04/13,6,1,2,1,4,,3,2,8
343,598023,10,11,17/04/13,6,26,10,1,1,11,1,11,136
344,598024,5,7,17/04/13,6,6,5,2,1,87,1,5,85
345,598025,6,3,18/04/13,6,3,3,2,1,86,1,3,19
346,598026,11,4,19/04/13,6,7,4,2,2,5,1,11,340
347,598027,1,3,20/04/13,6,5,1,2,2,4,1,3,35
348,598028,2,5,20/04/13,6,1,2,1,2,7,1,2,81
349,598029,6,7,21/04/13,6,3,7,2,2,9,1,6,41
350,598030,4,10,21/04/13,6,2,4,1,2,7,1,4,320
351,598031,3,5,22/04/13,6,8,5,2,2,5,1,3,19
352,598032,2,10,23/04/13,6,1,10,1,1,130,1,2,162
353,598033,4,6,16/05/13,6,22,6,1,1,7,1,4,320
354,598034,1,7,24/04/13,6,5,1,2,2,5,1,7,147
355,598035,3,11,25/04/13,6,8,11,2,2,5,1,3,20
356,598036,1,4,26/04/13,6,5,4,2,2,6,1,1,9
357,598037,5,11,27/04/13,6,6,11,2,2,8,1,5,310
358,598038,7,2,27/04/13,6,4,7,2,1,58,1,7,147
359,598039,3,1,28/04/13,6,8,1,1,1,14,1,3,19
360,598040,6,10,28/04/13,6,27,10,1,1,15,1,6,187
361,598041,5,2,29/04/13,6,6,5,1,2,4,1,5,351
362,598042,7,4,29/04/13,6,4,7,2,1,4,1,7,57
363,598043,10,3,30/04/13,6,26,3,2,1,37,1,3,20
364,598044,11,7,01/05/13,6,7,7,2,2,7,1,11,84
365,598045,6,1,01/05/13,6,27,1,2,2,7,1,6,187
366,598046,3,4,02/05/13,6,8,3,2,1,15,1,3,21
367,598047,10,2,02/05/13,6,26,2,2,1,17,1,2,110
368,598048,1,5,03/05/13,6,5,5,2,2,8,1,1,31
369,598049,11,6,04/05/13,6,7,6,2,2,6,1,11,362
370,598050,2,4,14/05/13,6,1,4,1,2,7,1,4,53
371,598051,7,3,05/05/13,6,4,7,2,1,60,1,7,357
372,598052,5,10,05/05/13,6,6,10,2,2,5,1,5,85
373,598053,2,11,09/04/13,6,1,11,2,2,7,1,2,8
374,598054,5,6,07/05/13,6,6,6,2,2,9,1,5,85
375,598055,7,1,07/05/13,6,4,7,2,1,65,1,7,133
376,598056,11,3,08/05/13,6,7,11,1,1,77,1,3,21
377,598057,4,5,09/05/13,6,2,5,1,2,8,1,5,309
378,598058,10,1,09/05/13,6,26,1,2,1,46,1,1,40
379,598059,6,2,10/05/13,6,3,6,1,1,4,1,2,346
380,598060,10,7,11/05/13,6,26,10,2,2,5,1,7,357
381,598061,4,11,11/05/13,6,2,4,1,1,30,1,11,17
382,598062,1,2,12/05/13,6,28,1,1,2,5,1,1,9
383,598063,5,3,12/05/13,6,6,5,1,2,5,1,5,32
384,598064,6,4,23/04/13,6,3,4,1,2,5,1,4,256
385,598065,7,11,13/05/13,6,4,11,2,2,7,1,7,221
386,598066,1,10,15/05/13,6,28,1,1,1,7,1,10,96
387,598067,3,6,14/05/13,6,8,3,2,1,33,1,3,20
388,598068,7,5,15/05/13,6,4,5,1,1,14,1,7,207
389,598069,4,2,06/05/13,6,2,4,1,2,6,1,4,320
390,598070,11,5,17/05/13,6,7,11,2,1,23,1,11,136
391,598071,4,7,18/05/13,6,22,7,1,1,50,1,4,321
392,598072,10,6,19/05/13,6,26,10,2,1,38,1,10,358
393,598073,2,3,18/05/13,6,1,3,1,1,24,1,2,8
394,598074,11,1,19/05/13,6,7,1,2,2,5,1,11,17
395,598075,3,7,21/05/13,6,3,3,2,1,48,1,3,19
396,598076,5,11,22/05/13,6,3,11,2,2,4,1,5,104
397,598077,7,5,24/05/13,6,5,5,2,2,4,1,7,50
398,598078,3,7,26/05/13,6,5,7,2,1,23,1,7,221
399,729284,7,1,16/04/14,7,29,1,2,1,41,1,1,9
400,729286,6,2,17/04/14,7,30,2,1,2,8,1,2,382
401,729288,3,4,18/04/14,7,29,3,2,2,6,1,4,305
402,729290,11,5,18/04/14,7,29,5,1,2,4,1,5,85
403,729292,2,7,19/04/14,7,31,2,1,2,7,1,2,17
404,729294,1,6,19/04/14,7,31,1,2,2,4,1,6,154
405,729296,5,4,20/04/14,7,30,4,1,2,7,1,4,305
406,729298,3,6,21/04/14,7,29,3,2,1,93,1,3,21
407,729300,4,11,22/04/14,7,30,11,1,1,72,1,4,305
408,729302,5,3,23/04/14,7,31,5,1,1,7,1,3,35
409,729304,2,1,24/04/14,7,30,2,1,1,2,1,1,336
410,729306,11,6,25/04/14,7,31,11,2,1,4,1,11,254
411,729308,3,7,25/04/14,7,31,7,2,2,7,1,3,364
412,729310,5,2,26/04/14,7,29,5,1,2,6,1,5,370
413,729312,1,4,26/04/14,7,29,1,1,1,23,1,4,367
414,729314,6,7,27/04/14,7,30,7,2,2,6,1,6,185
415,729316,11,3,27/04/14,7,30,11,2,2,5,1,3,147
416,729318,4,2,28/04/14,7,31,4,1,2,5,1,4,367
417,729320,1,5,29/04/14,7,29,5,2,4,,3,5,310
418,729322,7,11,30/04/14,7,31,7,1,1,15,1,11,299
419,733976,3,1,02/05/14,7,28,3,2,1,34,1,3,35
420,733978,7,4,03/05/14,7,4,4,2,2,5,1,7,372
421,733980,6,5,03/05/14,7,3,5,1,2,7,1,5,339
422,733982,2,11,04/05/14,7,1,2,1,2,4,1,2,110
423,733984,5,1,05/05/14,7,19,1,1,1,10,1,5,370
424,733986,6,3,05/05/14,7,3,3,1,2,8,1,3,147
425,733988,7,2,06/05/14,7,4,2,1,1,19,1,7,57
426,733990,6,1,07/05/14,7,3,6,2,2,8,1,1,40
427,733992,4,3,07/05/14,7,20,3,1,1,44,1,4,305
428,733994,5,11,08/05/14,7,19,5,1,1,32,1,11,299
429,733996,2,4,09/05/14,7,1,2,1,1,32,1,4,367
430,733998,6,11,10/05/14,7,3,11,1,2,8,1,11,94
431,734000,7,3,10/05/14,7,4,3,1,2,4,1,3,147
432,734002,4,1,11/05/14,7,20,1,1,2,9,1,1,40
433,734004,2,5,11/05/14,7,1,2,2,2,5,1,5,310
434,734006,11,7,12/05/14,7,7,11,2,2,7,1,7,208
435,734008,3,5,13/05/14,7,28,5,2,2,5,1,3,35
436,734010,2,6,13/05/14,7,1,6,1,1,16,1,2,27
437,734012,11,4,14/05/14,7,7,4,1,2,6,1,4,62
438,734014,1,7,14/05/14,7,20,1,1,2,6,1,1,46
439,734016,5,6,15/05/14,7,19,6,1,1,62,1,5,85
440,734018,3,2,18/05/14,7,28,3,2,2,5,1,2,110
441,734020,11,1,18/05/14,7,7,11,2,2,7,1,1,232
442,734022,5,7,19/05/14,7,19,7,2,1,25,1,7,19
443,734024,6,4,19/05/14,7,3,4,1,2,4,1,4,374
444,734026,11,2,20/05/14,7,7,2,2,2,7,1,11,187
445,734028,1,3,20/05/14,7,5,1,1,2,8,1,1,46
446,734030,4,7,21/05/14,7,2,7,1,2,7,1,7,383
447,734032,1,2,22/05/14,7,5,2,1,1,30,1,1,46
448,734034,3,11,22/05/14,7,28,11,1,2,6,1,11,187
449,734036,7,6,23/05/14,7,4,6,1,1,15,1,7,19
450,734038,4,5,23/05/14,7,2,5,1,1,16,1,4,100
451,734040,2,3,24/05/14,7,1,3,1,2,8,1,3,20
452,734042,1,11,24/05/14,7,5,1,1,2,4,1,1,31
453,734044,4,6,25/05/14,7,2,4,1,2,7,1,4,345
454,734046,7,5,25/05/14,7,4,7,1,2,5,1,7,372
455,734048,4,1,27/05/14,7,5,4,1,1,28,1,1,232
456,734050,3,7,28/05/14,7,18,3,1,2,7,1,3,21
457,734052,3,4,30/05/14,7,4,3,1,1,24,1,4,41
458,734054,1,4,01/06/14,7,1,1,1,2,3,1,1,96
459,829710,1,7,08/04/15,8,5,1,1,2,7,1,1,190
460,829712,3,6,09/04/15,8,8,6,1,1,1,1,3,73
461,829714,4,5,10/04/15,8,32,4,1,1,26,1,5,310
462,829716,3,11,11/04/15,8,8,3,2,1,45,1,3,2
463,829718,1,2,11/04/15,8,5,2,1,2,3,1,2,162
464,829720,6,5,12/04/15,8,3,5,1,2,3,1,5,394
465,829722,7,4,12/04/15,8,4,7,1,1,18,1,4,197
466,829724,2,11,13/04/15,8,1,11,1,2,8,1,11,187
467,829726,5,7,14/04/15,8,19,7,2,2,7,1,5,306
468,829728,1,3,30/04/15,8,5,1,1,2,7,1,1,334
469,829730,4,6,15/04/15,8,32,4,2,2,5,1,6,260
470,829732,11,5,16/04/15,8,25,5,1,2,6,1,5,85
471,829734,7,3,17/04/15,8,4,7,2,2,6,1,3,73
472,829736,11,6,18/04/15,8,25,6,2,1,4,1,6,154
473,829738,4,1,18/04/15,8,32,1,1,2,4,1,1,334
474,829740,5,3,19/04/15,8,19,3,2,2,8,1,5,85
475,829742,2,7,19/04/15,8,1,2,1,1,18,1,7,50
476,829744,6,1,20/04/15,8,3,1,1,2,6,1,1,232
477,829746,5,4,21/04/15,8,19,4,1,4,,3,4,100
478,829748,11,1,22/04/15,8,25,1,1,1,16,1,11,187
479,829750,2,3,22/04/15,8,1,2,1,1,27,1,3,21
480,829752,6,7,23/04/15,8,3,7,1,1,37,1,6,393
481,829754,5,2,24/04/15,8,19,2,1,2,9,1,2,378
482,829756,7,11,25/04/15,8,4,7,2,1,20,1,7,194
483,829758,3,4,25/04/15,8,8,3,2,1,97,1,3,2
484,829762,6,2,26/04/15,8,3,2,1,2,10,1,2,296
485,829764,4,11,27/04/15,8,2,4,1,1,20,1,11,458
486,829766,1,6,07/05/15,8,5,1,2,1,13,1,1,67
487,829768,2,5,29/04/15,8,1,5,1,3,,2,,
488,829770,3,1,28/04/15,8,8,1,1,1,2,1,3,71
489,829772,6,4,01/05/15,8,3,6,1,2,9,1,6,371
490,829774,7,5,01/05/15,8,4,5,1,1,8,1,7,208
491,829776,2,1,02/05/15,8,1,2,1,2,7,1,2,236
492,829778,11,3,02/05/15,8,7,3,1,1,22,1,11,187
493,829780,4,7,03/05/15,8,2,7,2,1,23,1,7,383
494,829782,5,6,03/05/15,8,18,6,1,1,14,1,5,85
495,829784,3,2,04/05/15,8,8,3,2,1,24,1,3,21
496,829786,1,11,04/05/15,8,5,11,1,1,35,1,1,232
497,829788,7,6,05/05/15,8,4,6,2,2,5,1,7,50
498,829790,2,4,06/05/15,8,1,4,1,1,138,1,2,162
499,829792,5,11,07/05/15,8,18,5,1,1,7,1,11,216
500,829794,3,7,08/05/15,8,8,3,2,2,6,1,7,400
501,829796,1,4,09/05/15,8,5,4,2,2,1,1,1,334
502,829798,6,11,09/05/15,8,27,11,2,1,6,1,11,163
503,829800,7,2,10/05/15,8,4,2,2,1,39,1,2,110
504,829802,3,5,10/05/15,8,8,3,2,1,12,1,3,35
505,829804,11,4,11/05/15,8,7,11,2,1,5,1,11,187
506,829806,6,3,12/05/15,8,27,3,2,2,6,1,6,15
507,829808,4,2,13/05/15,8,2,2,1,1,22,1,4,374
508,829810,7,1,14/05/15,8,4,1,1,1,5,1,7,400
509,829812,11,2,15/05/15,8,7,11,2,2,6,1,2,8
510,829814,4,3,16/05/15,8,2,4,2,2,7,1,3,322
511,829816,5,1,16/05/15,8,18,5,2,1,9,1,5,32
512,829818,2,6,17/05/15,8,1,2,1,3,,2,,
513,829820,11,7,17/05/15,8,7,11,2,2,9,1,7,403
514,829822,3,7,19/05/15,8,4,7,2,1,25,1,7,221
515,829824,2,5,20/05/15,8,32,2,2,1,71,1,2,110
516,829826,3,2,22/05/15,8,28,3,1,2,3,1,3,73
517,829828,7,3,24/05/15,8,5,3,1,1,41,1,7,57
518,980906,7,12,09/04/16,9,4,7,2,2,9,1,12,85
519,980908,1,6,10/04/16,9,5,1,1,2,9,1,1,334
520,980910,4,13,11/04/16,9,33,13,1,2,5,1,13,254
521,980912,2,11,12/04/16,9,1,11,1,1,45,1,2,110
522,980914,1,7,13/04/16,9,5,7,1,2,6,1,7,57
523,980916,13,12,14/04/16,9,34,12,2,2,7,1,13,254
524,980918,6,4,15/04/16,9,3,6,1,2,8,1,6,136
525,980920,11,1,16/04/16,9,7,11,2,2,8,1,1,40
526,980922,7,13,16/04/16,9,4,13,1,2,3,1,13,254
527,980924,4,12,17/04/16,9,33,12,2,2,6,1,4,345
528,980926,2,6,17/04/16,9,1,6,1,2,7,1,6,355
529,980928,11,7,18/04/16,9,7,11,1,2,7,1,11,187
530,980930,4,1,19/04/16,9,33,1,1,2,6,1,1,46
531,980932,7,2,20/04/16,9,4,7,1,2,6,1,7,57
532,980934,13,11,21/04/16,9,34,11,1,2,10,1,11,299
533,980936,12,2,22/04/16,9,32,12,1,1,13,1,2,110
534,980938,6,7,23/04/16,9,3,7,1,1,10,1,6,351
535,980940,11,4,23/04/16,9,7,11,1,2,5,1,11,460
536,980942,13,2,24/04/16,9,34,2,2,2,6,1,13,8
537,980944,12,1,24/04/16,9,32,1,1,2,2,1,1,308
538,980946,4,7,25/04/16,9,33,4,1,1,25,1,7,17
539,980948,11,12,26/04/16,9,7,12,1,1,34,1,12,106
540,980950,6,13,27/04/16,9,3,6,1,1,1,1,13,350
541,980952,7,1,28/04/16,9,4,7,1,2,6,1,7,57
542,980954,12,13,29/04/16,9,32,13,1,2,3,1,13,147
543,980956,6,1,30/04/16,9,3,1,1,1,27,1,6,408
544,980958,11,2,30/04/16,9,7,2,1,1,15,1,11,187
545,980960,13,4,01/05/16,9,34,13,1,1,23,1,4,374
546,980962,12,7,01/05/16,9,32,7,1,2,8,1,7,57
547,980964,2,1,02/05/16,9,1,1,1,2,5,1,1,334
548,980966,13,6,03/05/16,9,34,6,1,2,8,1,6,420
549,980968,1,4,04/05/16,9,5,4,1,1,7,1,1,334
550,980970,6,12,05/05/16,9,3,12,1,2,7,1,12,85
551,980972,11,13,06/05/16,9,7,11,1,2,5,1,11,299
552,980974,2,12,07/05/16,9,1,2,1,2,7,1,2,8
553,980976,4,6,07/05/16,9,33,6,1,1,9,1,4,409
554,980978,7,11,08/05/16,9,25,7,1,1,85,1,11,73
555,980980,1,13,08/05/16,9,5,13,1,2,5,1,13,14
556,980982,4,2,09/05/16,9,33,4,1,1,1,1,2,32
557,980984,12,11,10/05/16,9,25,11,2,1,4,1,11,430
558,980986,2,7,11/05/16,9,1,7,1,2,6,1,7,413
559,980988,11,6,12/05/16,9,7,6,1,2,7,1,6,350
560,980990,7,4,13/05/16,9,25,7,2,2,7,1,4,409
561,980992,2,13,14/05/16,9,1,13,1,1,144,1,2,110
562,980994,1,12,14/05/16,9,5,12,2,2,8,1,1,31
563,980996,4,11,15/05/16,9,33,4,2,2,7,1,11,427
564,980998,7,6,15/05/16,9,25,6,1,1,80,1,7,413
565,981000,1,2,16/05/16,9,5,2,1,2,9,1,2,8
566,981002,12,6,17/05/16,9,25,12,1,1,19,1,12,106
567,981004,2,4,18/05/16,9,1,4,1,1,82,1,2,8
568,981006,13,1,19/05/16,9,35,13,1,2,6,1,13,147
569,981008,6,11,20/05/16,9,27,6,1,2,6,1,6,339
570,981010,12,4,21/05/16,9,25,4,2,2,4,1,12,20
571,981012,13,7,21/05/16,9,35,13,1,2,6,1,13,21
572,981014,1,11,22/05/16,9,5,11,1,1,22,1,1,31
573,981016,6,2,22/05/16,9,27,2,1,2,6,1,2,8
574,981018,13,2,24/05/16,9,1,2,1,2,4,1,2,110
575,981020,11,1,25/05/16,9,3,1,1,1,22,1,11,163
576,981022,13,11,27/05/16,9,3,11,1,2,4,1,11,187
577,981024,2,11,29/05/16,9,1,11,2,1,8,1,11,385